artigo_id_unico;titulo_unico;consulta_nome;base;autores;ano;abstract;journal;tipo_documento2;url;volume;pages;ISSN_ISBN;DOI;Excluir-2revisores2
1306;OPINIONSEER: INTERACTIVE VISUALIZATION OF HOTEL CUSTOMER FEEDBACK;IEEE_B;IEEE;Yingcai Wu and Furu Wei and Shixia Liu and Au, N. and Weiwei Cui and Hong Zhou and Huamin Qu;2010;The rapid development of Web technology has resulted in an increasing number of hotel customers sharing their opinions on the hotel services. Effective visual analysis of online customer opinions is needed, as it has a significant impact on building a successful business. In this paper, we present OpinionSeer, an interactive visualization system that could visually analyze a large collection of online hotel customer reviews. The system is built on a new visualization-centric opinion mining technique that considers uncertainty for faithfully modeling and analyzing customer opinions. A new visual representation is developed to convey customer opinions by augmenting well-established scatterplots and radial visualization. To provide multiple-level exploration, we introduce subjective logic to handle and organize subjective opinions with degrees of uncertainty. Several case studies illustrate the effectiveness and usefulness of OpinionSeer on analyzing relationships among multiple data dimensions and comparing opinions of different groups. Aside from data on hotel customer feedback, OpinionSeer could also be applied to visually analyze customer opinions on other products or services.;Visualization and Computer Graphics, IEEE Transactions on;NULO;NULO;16;1109-1118;10.1109/TVCG.2010.183;1077-2626;Excluir
1307;OPTIMIZING SUPPORT VECTOR MACHINE IN CLASSIFYING SENTIMENTS ON PRODUCT BRANDS FROM TWITTER;IEEE_B;IEEE;Allen Banados, J. and Junshean Espinosa, K.;2014;This paper involves giving a better solution in optimizing Support Vector Machine in classifying sentiments towards a product brand. Sentiment analysis rose to solve the problem of classifying sentiments and classifying as to positive or negative feedback towards a certain product brands. Using the Support Vector Machine learning algorithm, this study aims to improve the algorithms accuracy through choice of kernel and proper tuning of SVM hyper-parameters as core factors in contributing to SVM accuracy, having a huge amount of training sets in order to widen the hyper plane of vectors and strong support vectors. The sentiments are gathered using the Twitter API and are pre-processed to filter unnecessary words. To be able to use the given tool, the pre-processed sentiments are converted to SVM format. By the given default parameters of the SVM tool used, with radial basis function as kernel type. The SVM type used is C-SVC, a multi-class classification. A training set is produced and is used as the training model for test sets and as of the initial results. The model produced an accuracy of 63.54% using SVM with the said default parameters and used 3768 tweets for training set.;Information, Intelligence, Systems and Applications, IISA 2014, The 5th International Conference on;NULO;NULO;NULO;75-80;10.1109/IISA.2014.6878768;NULO;Excluir
1308;OVERCOMING THE DOMAIN BARRIER IN OPINION EXTRACTION;IEEE_B;IEEE;Cosma, A.C. and Itu, V.-V. and Suciu, D.A. and Dinsoreanu, M. and Potolea, R.;2014;Considering the wide spectrum of both practical and research applicability, opinion mining has attracted increased attention in recent years. This article focuses on breaking the domain-dependency barrier which occurs in supervised opinion mining strategies by using a semi-supervised approach, which ensures domain independence. Our work devises a generalized methodology by considering a set of grammar rules for identification of the opinion bearing words. We focus on tuning our method for the best tradeoff between precision and recall and time. Moreover, as the seed words are not specific to a given domain, we claim again that the approach is domain independent.;Intelligent Computer Communication and Processing (ICCP), 2014 IEEE International Conference on;NULO;NULO;NULO;289-296;10.1109/ICCP.2014.6937011;NULO;Excluir
1309;OVERVIEW AND PRELIMINARY RESULTS FOR A OPINIONS SUMMARIZARION METHOD;IEEE_B;IEEE;Cercel, D.C. and Tra?us¸an-Matu, S. and Velcin, J.;2013;Web resources contain many reviews that can be used by both individuals and companies. The growing volume of these reviews becomes a problem for consumers who should read a number of reviews of other consumers to identify the strengths and weaknesses of the product. Opinion summarization is necessary to help consumers understand, in a simplified way, the large amount of reviews or present them summaries of opinion for the competing entities. In this article we present a graph-based summarization algorithm that simplifies the opinions messages graph taking into account three criteria: the graph filtering in order to remove the messages with opinions that do not refer to the target entity and the aggregation of the nodes that include opinions of the same polarity.;Control Systems and Computer Science (CSCS), 2013 19th International Conference on;NULO;NULO;NULO;218-224;10.1109/CSCS.2013.59;NULO;Excluir
1310;PARALLEL SENTIMENT POLARITY CLASSIFICATION METHOD WITH SUBSTRING FEATURE REDUCTION;SCOPUS;SCOPUS;Zhang, Y. and Xiang, X. and Yin, C. and Shang, L.;2013;Sentiment analysis is an important issue in machine learning, which aims to identify the emotion expressed in corpus. However, sentiment analysis is a difficult task, especially in large-scale data, where feature reduction is needed. In this paper, we propose a parallel feature reduction algorithm for sentiment polarity classification based on a substring method. Specifically, the proposed algorithm is based on parallel computing under the Hadoop platform. The proposed algorithm is examined on a large data set and a K-nearest neighbor algorithm and a Rocchio algorithm are used for classification. Experimental results show that the proposed algorithm outperforms other commonly used methods in terms of the classification performance and the computational cost. Â© Springer-Verlag 2013.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84892867917&partnerID=40&md5=ac87fe7b62f89cc63f749b385ac60b71;7867 LNAI;121-132;10.1007/978-3-642-40319-4_11;NULO;Excluir
1311;PARTIALLY SUPERVISED LEARNING FOR RADICAL OPINION IDENTIFICATION IN HATE GROUP WEB FORUMS;IEEE_B;IEEE;Ming Yang and Hsinchun Chen;2012;Web forums are frequently used as platforms for the exchange of information and opinions, as well as propaganda dissemination. But online content can be misused when the information being distributed, such as radical opinions, is unsolicited or inappropriate. However, radical opinion is highly hidden and distributed in Web forums, while non-radical content is unspecific and topically more diverse. It is costly and time consuming to label a large amount of radical content (positive examples) and non-radical content (negative examples) for training classification systems. Nevertheless, it is easy to obtain large volumes of unlabeled content in Web forums. In this paper, we propose and develop a topic-sensitive partially supervised learning approach to address the difficulties in radical opinion identification in hate group Web forums. Specifically, we design a labeling heuristic to extract high quality positive examples and negative examples from unlabeled datasets. The empirical evaluation results from two large hate group Web forums suggest that our proposed approach generally outperforms the benchmark techniques and exhibits more stable performance than its counterparts.;Intelligence and Security Informatics (ISI), 2012 IEEE International Conference on;NULO;NULO;NULO;96-101;10.1109/ISI.2012.6284099;NULO;Excluir
1312;PERFORMING SENTIMENT ANALYSIS IN BANGLA MICROBLOG POSTS;IEEE_B;IEEE;Chowdhury, S. and Chowdhury, W.;2014;Much of the research work on sentiment analysis has been carried out in the English language, but work in Bangla is limited to only news corpus and blogs. Microblogging sites are becoming a valuable source for publishing huge volumes of user-generated information, as users express their views, opinions, and sentiments over various topics. In this paper, we aim to automatically extract the sentiments or opinions conveyed by users from Bangla microblog posts and then identify the overall polarity of texts as either negative or positive. We use a semi-supervised bootstrapping approach for the development of the training corpus which avoids the need for labor intensive manual annotation. For classification, we use Support Vector Machine (SVM) and Maximum Entropy (MaxEnt) and do a comparative analysis on the performance of these two machine learning algorithms by experimenting with a combination of various sets of features.;Informatics, Electronics Vision (ICIEV), 2014 International Conference on;NULO;NULO;NULO;1-6;10.1109/ICIEV.2014.6850712;NULO;Excluir
1313;POLARITY ANALYSIS BASED ON AN IMPROVED FEATURE SELECTION ALGORITHM;SCOPUS;SCOPUS;Weixin, T.a  and Sheng, Z.b  and Anhui, W.a;2011;Polarity analysis is a technique that analyzes text according to the attitude implied from it. Since the correspondence between the attitude and surface word features is subtle, the ordinary methods for topical text analysis are not sufficient for polarity analysis. This paper proposed a classification method combined with feature selection algorithm to the problem. Firstly, all possible feature schemas are designed and features are collected. Then a feature selection algorithm named improved SIMBA is used to distill the candidate features. In the last, the selected features are used as clues for a standard classifier. Experiment shows that the performance is better than that of previous method on the same dataset. Â© 2011 Springer-Verlag.;Communications in Computer and Information Science;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-80052346398&partnerID=40&md5=f986b76cad2a758deb35f9fd1e29271a;224 CCIS;207-214;10.1007/978-3-642-23214-5_28;NULO;Excluir
1314;POLARITY IDENTIFICATION OF SENTIMENT WORDS BASED ON EMOTICONS;IEEE_B;IEEE;Shuigui Huang and Wenwen Han and Xirong Que and Wendong Wang;2013;The orientation of sentiment words plays an important role in the sentiment analysis, but existing methods have difficulty in classifying the orientation of Chinese words, especially for the newly emerged words in Internet. Most approaches are mining the association between sentiment words and seed words using the big corpora and manually labeled seed words with definite orientation. But less work has ever focused on the efficient seed words selection. As we observed, emoticons, which are widely used on social network because of the simplicity and visualization, are good indicators for sentiment orientation. Thus this paper proposes the sentiment word model based on emoticons, which built orientation model of sentiment words with the orientation of emoticons, and train the model with the SVM classifier. Meanwhile, this work proposes a high efficient way to automatically classify the orientation of emoticons. Experiments show the precision rate of emoticon classification could reach 93.6%, and that of sentiment words classification could be 81.5%.;Computational Intelligence and Security (CIS), 2013 9th International Conference on;NULO;NULO;NULO;134-138;10.1109/CIS.2013.35;NULO;Excluir
1315;PRE-PROCESSING ONLINE FINANCIAL TEXT FOR SENTIMENT CLASSIFICATION: A NATURAL LANGUAGE PROCESSING APPROACH;IEEE_B;IEEE;Fan Sun and Belatreche, A. and Coleman, S. and McGinnity, T.M. and Yuhua Li;2014;Online financial textual information contains a large amount of investor sentiment, i.e. subjective assessment and discussion with respect to financial instruments. An effective solution to automate the sentiment analysis of such large amounts of online financial texts would be extremely beneficial. This paper presents a natural language processing (NLP) based pre-processing approach both for noise removal from raw online financial texts and for organizing such texts into an enhanced format that is more usable for feature extraction. The proposed approach integrates six NLP processing steps, including a developed syntactic and semantic combined negation handling algorithm, to reduce noise in the online informal text. Three-class sentiment classification is also introduced in each system implementation. Experimental results show that the proposed pre-processing approach outperforms other pre-processing methods. The combined negation handling algorithm is also evaluated against three standard negation handling approaches.;Computational Intelligence for Financial Engineering Economics (CIFEr), 2104 IEEE Conference on;NULO;NULO;NULO;122-129;10.1109/CIFEr.2014.6924063;NULO;Incluir
1316;PREDICTING CONSUMER SENTIMENTS FROM ONLINE TEXT;SCOPUS;SCOPUS;Bai, X.;2011;Sentiment analysis from unstructured text has witnessed a boom in interest in recent years, due to the sheer volume of online reviews and news corpora available in digital form. An accurate method for predicting sentiments could enable us, for instance, to extract opinions from the Internet and gauge online customers preferences, which could prove valuable for economic or marketing research, for leveraging a strategic advantage for an enterprise, or for detecting cyber risk and security threats. In this paper, we propose a heuristic search-enhanced Markov blanket model that is able to capture the dependencies among words and provide a vocabulary that is adequate for the purpose of extracting sentiments. Computational results on two collections of online movie reviews and three collections of online news show that our method is able to identify a parsimonious set of predictive features, yet simultaneously yield comparable or better prediction results about sentiment orientations, than several state-of-the-art feature selection algorithms as well as sentiment prediction methods. Our results suggest that sentiments are captured by conditional dependencies among words as well as by keywords or high-frequency words. Â© 2010 Elsevier B.V. All rights reserved.;Decision Support Systems;Article;http://www.scopus.com/inward/record.url?eid=2-s2.0-79151485435&partnerID=40&md5=d6caac677f819fe09fad87dba8116751;50;732-742;10.1016/j.dss.2010.08.024;NULO;Excluir
1317;PROBABILISTIC ASPECT MINING MODEL FOR DRUG REVIEWS;IEEE_B;IEEE;Cheng, V.C. and Leung, C.H.C. and Jiming Liu and Milani, A.;2014;Recent findings show that online reviews, blogs, and discussion forums on chronic diseases and drugs are becoming important supporting resources for patients. Extracting information from these substantial bodies of texts is useful and challenging. We developed a generative probabilistic aspect mining model (PAMM) for identifying the aspects/topics relating to class labels or categorical meta-information of a corpus. Unlike many other unsupervised approaches or supervised approaches, PAMM has a unique feature in that it focuses on finding aspects relating to one class only rather than finding aspects for all classes simultaneously in each execution. This reduces the chance of having aspects formed from mixing concepts of different classes:, hence the identified aspects are easier to be interpreted by people. The aspects found also have the property that they are class distinguishing: They can be used to distinguish a class from other classes. An efficient EM-algorithm is developed for parameter estimation. Experimental results on reviews of four different drugs show that PAMM is able to find better aspects than other common approaches, when measured with mean pointwise mutual information and classification accuracy. In addition, the derived aspects were also assessed by humans based on different specified perspectives, and PAMM was found to be rated highest.;Knowledge and Data Engineering, IEEE Transactions on;NULO;NULO;26;2002-2013;10.1109/TKDE.2013.175;1041-4347;Incluir
1318;PROBABILISTIC MODEL-BASED SENTIMENT ANALYSIS OF TWITTER MESSAGES;IEEE_A;IEEE;Celikyilmaz, A. and Hakkani-Tur, D. and Junlan Feng;2010;We present a machine learning approach to sentiment classification on twitter messages (tweets). We classify each tweet into two categories: polar and non-polar. Tweets with positive or negative sentiment are considered polar. They are considered non-polar otherwise. Sentiment analysis of tweets can potentially benefit different parties, such as consumers and marketing researchers, for obtaining opinions on different products and services. We present methods for text normalization of the noisy tweets and their classification with respect to the polarity. We experiment with a mixture model approach for generation of sentimental words, which are later used as indicator features of the classification model. Based on a gold standard manually annotated ensemble of tweets, with the new approach, we obtain F-scores that are relatively 10% better than a classification baseline that uses raw word n-gram features.;Spoken Language Technology Workshop (SLT), 2010 IEEE;NULO;NULO;NULO;79-84;10.1109/SLT.2010.5700826;NULO;Excluir
1319;PROBABILISTIC RANKING OF PRODUCT FEATURES FROM CUSTOMER REVIEWS;SCOPUS;SCOPUS;GarcÃ­a-Moya, L. and Anaya-SÃ¡nchez, H. and Berlanga, R. and Aramburu, M.J.;2011;In this paper, we propose a methodology for obtaining a probabilistic ranking of product features from a customer review collection. Our approach mainly relies on an entailment model between opinion and feature words, and suggest that in a probabilistic opinion model of words learned from an opinion corpus, feature words must be the most probable words generated from that model (even more than opinion words themselves). In this paper, we also devise a new model for ranking corpus-based opinion words. We have evaluated our approach on a set of customer reviews of five products obtaining encouraging results. Â© 2011 Springer-Verlag.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-79959958802&partnerID=40&md5=2cdc16c541ec886143e8b80b221861be;6669 LNCS;208-215;10.1007/978-3-642-21257-4_26;NULO;Incluir
1320;PRODUCT ASPECT EXTRACTION SUPERVISED WITH ONLINE DOMAIN KNOWLEDGE;SCIENCE_DIRECT;SCIENCE_DIRECT;Tao Wang and Yi Cai and Ho-fung Leung and Raymond Y.K. Lau and Qing Li and Huaqing Min;2014;Abstract One of the most challenging problems in aspect-based opinion mining is aspect extraction, which aims to identify expressions that describe aspects of products (called aspect expressions) and categorize domain-specific synonymous expressions. Although a number of methods of aspect extraction have been proposed before, very few of them are designed to improve the interpretability of generated aspects. Existing methods either generate multiple fine-grained aspects without proper categorization or categorize semantically unrelated product aspects (e.g., by unsupervised topic modeling). In this paper, we first examine previous studies on product aspect extraction. To overcome the limitations of existing methods, two novel semi-supervised models for product aspect extraction are then proposed. More specifically, the proposed methodology first extracts seeding aspects and related terms from detailed product descriptions readily available on E-commerce websites. Next, product reviews are regrouped according to these seeding aspects so that more effective textual contexts for topic modeling are built. Finally, two novel semi-supervised topic models are developed to extract human-comprehensible product aspects. For the first proposed topic model, the Fine-grained Labeled \{LDA\} (FL-LDA), seeding aspects are applied to guide the model to discover words that are related to these seeding aspects. For the second model, the Unified Fine-grained Labeled \{LDA\} (UFL-LDA), we incorporate unlabeled documents to extend the FL-LDA model so that words related to the seeding aspects or other high-frequency words in customer reviews are extracted. Our experimental results demonstrate that the proposed methods outperform state-of-the-art methods.;Knowledge-Based Systems;NULO;http://www.sciencedirect.com/science/article/pii/S0950705114002081;71;86 - 100;http://dx.doi.org/10.1016/j.knosys.2014.05.018;0950-7051;Incluir
1321;PRODUCT EVALUATION USING MINING AND RATING OPINIONS OF PRODUCT FEATURES;IEEE_B;IEEE;Karkare, V.Y. and Gupta, S.R.;2014;Because of increase in social networking, more and more people are connected. The people use to share information using these sites and also through the personal blogs. This information sharing is done globally. As the Internet Technology is becoming reliable, people feel safe while sharing the information. Other than messages and photos, this information also includes opinions, experiences and feedbacks regarding any product. These opinions and feedbacks are very important for the organizations that are selling or manufacturing the products, which can be used for changing designs, personalization and better understanding of product. This information is very useful for people or customer for buying the product. But for a customer, it is very difficult to review all the opinions or feedbacks available on net for a particular product. So, data mining approaches are used to mine the opinions, perform summarization of reviews for a particular product based on features or any other category. Most of the existing methods are processing the reviews in terms of positive and negative comments. But this approach is not enough for a customer to make decision about product. The proposed approach not only finding the positive and negative comments for any product or product features, but also rating them in the order of positivity and negativity. Also, the proposed approach gives the degree of comparisons for a particular product and product features.;Electronic Systems, Signal Processing and Computing Technologies (ICESC), 2014 International Conference on;NULO;NULO;NULO;382-385;10.1109/ICESC.2014.72;NULO;Incluir
1322;PRODUCT FEATURE CATEGORIZATION WITH MULTILEVEL LATENT SEMANTIC ASSOCIATION;ACM;ACM;Guo, Honglei and Zhu, Huijia and Guo, Zhili and Zhang, XiaoXun and Su, Zhong;2009;In recent years, the number of freely available online reviews is increasing at a high speed. Aspect-based opinion mining technique has been employed to find out reviewers opinions toward different product aspects. Such finer-grained opinion mining is valuable for the potential customers to make their purchase decisions. Product-feature extraction and categorization is very important for better mining aspect-oriented opinions. Since people usually use different words to describe the same aspect in the reviews, product-feature extraction and categorization becomes more challenging. Manually product-feature extraction and categorization is tedious and time consuming, and practically infeasible for the massive amount of products. In this paper, we propose an unsupervised product-feature categorization method with multilevel latent semantic association. After extracting product-features from the semi-structured reviews, we construct the first latent semantic association (LaSA) model to group words into a set of concepts according to their virtual context documents. It generates the latent semantic structure for each product-feature. The second LaSA model is constructed to categorize the product-features according to their latent semantic structures and context snippets in the reviews. Experimental results demonstrate that our method achieves better performance compared with the existing approaches. Moreover, the proposed method is language- and domain-independent.;Proceedings of the 18th ACM Conference on Information and Knowledge Management;NULO;http://doi.acm.org/10.1145/1645953.1646091;NULO;1087--1096;10.1145/1645953.1646091;978-1-60558-512-3;Incluir
1323;PRODUCT FEATURE GROUPING FOR OPINION MINING;IEEE_B;IEEE;Zhongwu Zhai and Bing Liu and Jingyuan Wang and Hua Xu and Peifa Jia;2012;Review aggregators and e-commerce sites are just two examples of businesses that rely on opinion mining to produce feature-based summaries of products qualities. This model first identifies product features and then collects positive and negative opinions on them to produce a summary of good and bad points.;Intelligent Systems, IEEE;NULO;NULO;27;37-44;10.1109/MIS.2011.38;1541-1672;Incluir
1324;PRODUCT FEATURE MINING WITH NOMINAL SEMANTIC STRUCTURE;IEEE_B;IEEE;Tian-jie Zhan and Chun-Hung Li;2010;Opinion mining is of great significance in the analysis of user generated content. While there is some progress in supervised classification of opinion, the unsupervised learning of product features has drawn less attention. Unlike previous approaches based on basic syntactic pattern, our product feature mining utilizes syntactic dependency knowledge in a novel way by discriminating nominal and non-nominal terms. A nominal semantic structure will be parsed based on a dependency tree together with our model treating non-nominal terms as the semantic neighbors of the associated nominal terms. The semantic structure parsing will produce an opinionated pair stream with couples of nominal terms and its semantic neighbors, based on which fine-grained product features can be obtained by co-clustering approach via factorization method. Evaluation on average cluster entropies, perplexity and manual evaluation demonstrated advantage of our model. Product features highly cohesive in fine-grain are extracted automatically.;Web Intelligence and Intelligent Agent Technology (WI-IAT), 2010 IEEE/WIC/ACM International Conference on;NULO;NULO;1;464-467;10.1109/WI-IAT.2010.121;NULO;Incluir
1325;PRODUCT FEATURE TAXONOMY LEARNING BASED ON USER REVIEWS;SCOPUS;SCOPUS;Tian, N.a  and Xu, Y.a  and Li, Y.a  and Abdel-Hafez, A.a  and Josang, A.b;2014;In recent years, the Web 2.0 has provided considerable facilities for people to create, share and exchange information and ideas. Upon this, the user generated content, such as reviews, has exploded. Such data provide a rich source to exploit in order to identify the information associated with specific reviewed items. Opinion mining has been widely used to identify the significant features of items (e.g., cameras) based upon user reviews. Feature extraction is the most critical step to identify useful information from texts. Most existing approaches only find individual features about a product without revealing the structural relationships between the features which usually exist. In this paper, we propose an approach to extract features and feature relationships, represented as a tree structure called feature taxonomy, based on frequent patterns and associations between patterns derived from user reviews. The generated feature taxonomy profiles the product at multiple levels and provides more detailed information about the product. Our experiment results based on some popularly used review datasets show that our proposed approach is able to capture the product features and relations effectively.;WEBIST 2014 - Proceedings of the 10th International Conference on Web Information Systems and Technologies;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84902366380&partnerID=40&md5=de327d198cb5a872e8474c7c7af4e6e5;2;184-192;NULO;NULO;Incluir
1326;PRODUCT FEATURES MINING BASED ON CONDITIONAL RANDOM FIELDS MODEL;IEEE_B;IEEE;Bing Xu and Tie-Jun Zhao and De-quan Zheng and Shan-Yu Wang;2010;Opinion mining has become a hot issue attracting the attention of many researchers recently, in which the opinion feature is essential to its modeling. In the opinion mining of products, opinion feature identification is to mine product features from product reviews. In this paper, we present a Conditional Random Fields model based Chinese product features identification approach, integrating the chunk features and heuristic position information in addition to the word features, part-of-speech features and context features. Experiments show that the proposed techniques effectively improve the performance of product opinion mining.;Machine Learning and Cybernetics (ICMLC), 2010 International Conference on;NULO;NULO;6;3353-3357;10.1109/ICMLC.2010.5580679;NULO;Excluir
1327;PRODUCT REVIEW INFORMATION EXTRACTION BASED ON ADJECTIVE OPINION WORDS;IEEE_B;IEEE;Yan Luo and Wei Huang;2011;Product review mining can provide effective help for manufacturers, retailers and potential customers. We propose a framework of product review information extraction based on adjective opinion words. Firstly, we extract the web page information with web page template features. Secondly, we manually label seed adjective opinion word set, and expanded it to a set with words coverage reaching 90%. We also identify comparative sentence, word match and negation patterns. Finally, we summarize the product reviews from the various perspectives. In order to demonstrate our methods of the framework, we conduct the experiment with the product reviews of digital camera from www. Epinions.com. The experiment shows that the methods can provide the number of emotion polarity for the products and features.;Computational Sciences and Optimization (CSO), 2011 Fourth International Joint Conference on;NULO;NULO;NULO;1309-1313;10.1109/CSO.2011.209;NULO;Excluir
1328;PROMOTING PRODUCTS ONLINE USING FIREFLY ALGORITHM;IEEE_B;IEEE;Banati, H. and Bajaj, M.;2012;Opinions on various products are often shared by web users through online social media. These opinions play an important role in decision making criterion for prospective customers. This sharing of experiences works as electronic -word of mouth (e-WOM) publicity for a product in the internet world. The paper presents a distinct e-marketing strategy that takes advantage of attraction mechanism of firefly algorithm along with quick spread behavior of e-WOM for market campaigning. Firefly algorithm is inspired by biochemical and social aspects of real fireflies. The proposed approach analysis the current trend of market in terms of relevant product features. The user interest towards those features is extracted by mining their opinions. Subsequently market segmentation is done by clustering similar users and best segment(s) is selected for product promotion. The strategy finally exploits the social connectedness among online users to identify the best initial seeds. Thus the proposed approach is capable of attracting the attention of a large span of web users by employing a small fraction of advertising budget and has a potential in current e-marketing scenario.;Intelligent Systems Design and Applications (ISDA), 2012 12th International Conference on;NULO;NULO;NULO;580-585;10.1109/ISDA.2012.6416602;2164-7143;Excluir
1329;PROXIMITY-BASED SENTIMENT ANALYSIS;IEEE_A;IEEE;Hasan, S.M.S. and Adjeroh, D.A.;2011;Sentiment analysis seeks to characterize opinionated or evaluative aspects of natural language text thus helping people to discover valuable information from large amounts of unstructured data [1]. In this paper we explore a new methodology for sentiment analysis called proximity-based sentiment analysis. We take a different approach, by considering a new set of features based on word proximities in a written text. We propose three proximity-based features, namely, proximity distribution, mutual information between proximity types, and proximity patterns. We applied this approach to the analysis of movie reviews. Our experimental results show that proximity-based sentiment analysis is able to extract sentiments from a specific domain, with performance comparable to the state-of-the-art. To the best of our knowledge, this is the first attempt at focusing on only proximity based features as the primary features in sentiment analysis.;Applications of Digital Information and Web Technologies (ICADIWT), 2011 Fourth International Conference on the;NULO;NULO;NULO;106-111;10.1109/ICADIWT.2011.6041410;NULO;Excluir
1330;QUALITY EVALUATION OF PRODUCT REVIEWS USING AN INFORMATION QUALITY FRAMEWORK;SCOPUS;SCOPUS;Chen, C.C. and Tseng, Y.-D.;2011;The ubiquity of Web2.0 makes the Web an invaluable source of business information. For instance, product reviews composed collaboratively by many independent Internet reviewers can help consumers make purchase decisions and enable enterprises to improve their business strategies. As the number of reviews is increasing exponentially, opinion mining and retrieval techniques are needed to identify important reviews and opinions to answer users queries. Most opinion mining and retrieval approaches try to extract sentimental or bipolar expressions from a large volume of reviews. However, the process often ignores the quality of each review and may retrieve useless or even noisy documents. In this paper, we propose a method for evaluating the quality of information in product reviews. We treat the evaluation of review quality as a classification problem and employ an effective information quality framework to extract representative review features. Experiments based on an expert-composed data corpus demonstrate that the proposed method outperforms state-of-the-art approaches significantly. Â© 2010 Elsevier B.V. All rights reserved.;Decision Support Systems;Article;http://www.scopus.com/inward/record.url?eid=2-s2.0-79151475526&partnerID=40&md5=95fbe64384735e203821dcb77f71aa56;50;755-768;10.1016/j.dss.2010.08.023;NULO;Excluir
1331;RECIPE POPULARITY PREDICTION BASED ON THE ANALYSIS OF SOCIAL REVIEWS;IEEE_B;IEEE;Xudong Mao and Yanghui Rao and Qing Li;2013;In social based Web services systems, some resources gain popularity while others do not. It would be valuable if we can predict the popularity of certain resource. In this work, we study the recipe popularity prediction problem using the Yelp dataset. We investigate various features that can be extracted and help to improve the performance. In particular, we propose to do the sentiment analysis over the reviews and treat the sentimental scores as one of the features. A polynomial regression model is developed to predict the recipe popularity. The experimental results show that our proposed method outperforms the baseline method.;Awareness Science and Technology and Ubi-Media Computing (iCAST-UMEDIA), 2013 International Joint Conference on;NULO;NULO;NULO;568-573;10.1109/ICAwST.2013.6765504;NULO;Excluir
1332;RECOMMENDED OR NOT RECOMMENDED? REVIEW CLASSIFICATION THROUGH OPINION EXTRACTION;IEEE_B;IEEE;Sheng Feng and Ming Zhang and Yanxing Zhang and Zhihong Deng;2010;With the rapid growth of web 2.0, online product reviews generated by users are becoming increasingly useful for customers to make purchase decisions. In this paper, we focus on the problem of classifying user reviews as recommended the product or not. The proposed method first mines the product features and relevant opinions, and then determines the overall sentiment orientation of the review based on the polarity and strength of these opinions. The evaluation results show the effectiveness of our proposed method in product feature mining and review classification.;Web Conference (APWEB), 2010 12th International Asia-Pacific;NULO;NULO;NULO;350-352;10.1109/APWeb.2010.38;NULO;Excluir
1333;REPRESENTING AND RESOLVING NEGATION FOR SENTIMENT ANALYSIS;IEEE_B;IEEE;Lapponi, E. and Read, J. and Ovrelid, L.;2012;Proper treatment of negation is an important characteristic of methods for sentiment analysis. However, while there is a growing body of research on the automatic resolution of negation, it is not yet clear as to how negation is best represented for different applications. To begin to address this issue, we review representation alternatives and present a state-of-the-art system for negation resolution that is interoperable across these schemes. By employing different configurations of this system as a component in a test bed for lexically-based sentiment classification, we demonstrate that the choice of representation can have a significant impact on downstream processing.;Data Mining Workshops (ICDMW), 2012 IEEE 12th International Conference on;NULO;NULO;NULO;687-692;10.1109/ICDMW.2012.23;NULO;Excluir
1334;RESEARCH FOR PUBLIC OPINION OF CHARITABLE ORGANIZATIONS BASED ON MICROBLOGGING SENTIMENT ANALYSIS;SCOPUS;SCOPUS;Liu, Z.;2015;The microblogging has become the important platform for expressing emotion, therefore it is critical for charitable organizations to monitor the public opinion in microblogging. This paper studied the evolution of the public emotions during the charity events. Firstly, we constructed a hierarchical emotion model for events and an emotion monitoring surveillance model. Secondly, we used three machine learning algorithms and three kinds of feature selection methods to study the emotion classification for Chinese microblogging about the events. The experimental results show the performance of SVM and IG feature selection is best, and the accuracy of the classification is fit for need, then the paper discussed a charity event and analyses the evolution of emotions.;Journal of Information and Computational Science;Article;http://www.scopus.com/inward/record.url?eid=2-s2.0-84924798758&partnerID=40&md5=a14f822b27ba6b36a49c417fdf03cf90;12;1011-1019;10.12733/jics20105433;NULO;Excluir
1335;RESEARCH ON FEATURE EXTRACTION FROM CHINESE TEXT FOR OPINION MINING;IEEE_B;IEEE;Shanzong Zhu and Yuanchao Liu and Ming Liu and Peiliang Tian;2009;More and more users and manufacturers concern about product reviews on the web, but its difficult to quickly find interesting content from massive information. In order to mine sentiment polarity from review sentences, two approaches for product feature extraction and sentence opinion mining are proposed in this paper. Because of the characteristics of Chinese language, lexical analyzing tools are used to process review text, and association rule model is used to mine frequent items as candidate feature. In order to get better result, several filtering algorithms are proposed. Experiment results demonstrate that relation between the precision and recall rate of feature extraction task with different minimum support thresholds in association rules mining, and the promising performance of our approach has also been shown.;Asian Language Processing, 2009. IALP 09. International Conference on;NULO;NULO;NULO;7-10;10.1109/IALP.2009.11;NULO;Excluir
